"Population"	"Units"	"Date"	"Area/Population Densit"	"geogcode"	"Rural Urban"	"value type"	"value"	"flag"
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000028"	"Rural village in a sparse setting"	"number"	1361	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000028"	"Rural hamlet and isolated dwellings"	"number"	6165	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000028"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	2217	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000029"	"Urban (total)"	"number"	24900	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000029"	"Urban major conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000029"	"Urban minor conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000029"	"Urban city and town"	"number"	24900	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000029"	"Urban city and town in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000029"	"Rural (total)"	"number"	45703	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000029"	"Rural town and fringe"	"number"	27736	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000029"	"Rural town and fringe in a sparse setting"	"number"	1199	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000029"	"Rural village"	"number"	7988	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000029"	"Rural village in a sparse setting"	"number"	3041	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000029"	"Rural hamlet and isolated dwellings"	"number"	2886	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000029"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	2853	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000030"	"Urban (total)"	"number"	15181	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000030"	"Urban major conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000030"	"Urban minor conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000030"	"Urban city and town"	"number"	569	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000030"	"Urban city and town in a sparse setting"	"number"	14612	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000030"	"Rural (total)"	"number"	37383	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000030"	"Rural town and fringe"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000030"	"Rural town and fringe in a sparse setting"	"number"	5091	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000030"	"Rural village"	"number"	1551	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000030"	"Rural village in a sparse setting"	"number"	21815	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000030"	"Rural hamlet and isolated dwellings"	"number"	1903	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000030"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	7023	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000031"	"Urban (total)"	"number"	40503	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000031"	"Urban major conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000031"	"Urban minor conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000031"	"Urban city and town"	"number"	40503	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000031"	"Urban city and town in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000031"	"Rural (total)"	"number"	63155	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000031"	"Rural town and fringe"	"number"	14471	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000031"	"Rural town and fringe in a sparse setting"	"number"	12506	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000031"	"Rural village"	"number"	14751	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000031"	"Rural village in a sparse setting"	"number"	4085	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000031"	"Rural hamlet and isolated dwellings"	"number"	11483	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E07000031"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	5859	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000001"	"Urban (total)"	"number"	274298	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000001"	"Urban major conurbation"	"number"	246862	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000001"	"Urban minor conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000001"	"Urban city and town"	"number"	27436	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000001"	"Urban city and town in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000001"	"Rural (total)"	"number"	2488	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000001"	"Rural town and fringe"	"number"	560	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000001"	"Rural town and fringe in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000001"	"Rural village"	"number"	474	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000001"	"Rural village in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000001"	"Rural hamlet and isolated dwellings"	"number"	1454	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000001"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000002"	"Urban (total)"	"number"	179934	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000002"	"Urban major conurbation"	"number"	179215	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000002"	"Urban minor conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000002"	"Urban city and town"	"number"	719	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000002"	"Urban city and town in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000002"	"Rural (total)"	"number"	5126	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000002"	"Rural town and fringe"	"number"	2258	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000002"	"Rural town and fringe in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000002"	"Rural village"	"number"	2061	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000002"	"Rural village in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000002"	"Rural hamlet and isolated dwellings"	"number"	807	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000002"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000003"	"Urban (total)"	"number"	503024	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000003"	"Urban major conurbation"	"number"	503024	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000003"	"Urban minor conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000003"	"Urban city and town"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000003"	"Urban city and town in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000003"	"Rural (total)"	"number"	103	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000003"	"Rural town and fringe"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000003"	"Rural town and fringe in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000003"	"Rural village"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000003"	"Rural village in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000003"	"Rural hamlet and isolated dwellings"	"number"	103	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000003"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000004"	"Urban (total)"	"number"	222240	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000004"	"Urban major conurbation"	"number"	214910	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000004"	"Urban minor conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000004"	"Urban city and town"	"number"	7330	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000004"	"Urban city and town in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000004"	"Rural (total)"	"number"	2657	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000004"	"Rural town and fringe"	"number"	355	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000004"	"Rural town and fringe in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000004"	"Rural village"	"number"	305	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000004"	"Rural village in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000004"	"Rural hamlet and isolated dwellings"	"number"	1997	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000004"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000005"	"Urban (total)"	"number"	209122	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000005"	"Urban major conurbation"	"number"	205920	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000005"	"Urban minor conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000005"	"Urban city and town"	"number"	3202	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000005"	"Urban city and town in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000005"	"Rural (total)"	"number"	2577	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000005"	"Rural town and fringe"	"number"	541	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000005"	"Rural town and fringe in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000005"	"Rural village"	"number"	523	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000005"	"Rural village in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000005"	"Rural hamlet and isolated dwellings"	"number"	1513	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000005"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000006"	"Urban (total)"	"number"	233649	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000006"	"Urban major conurbation"	"number"	233649	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000006"	"Urban minor conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000006"	"Urban city and town"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000006"	"Urban city and town in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000006"	"Rural (total)"	"number"	284	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000006"	"Rural town and fringe"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000006"	"Rural town and fringe in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000006"	"Rural village"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000006"	"Rural village in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000006"	"Rural hamlet and isolated dwellings"	"number"	284	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000006"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000007"	"Urban (total)"	"number"	282026	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000007"	"Urban major conurbation"	"number"	274713	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000007"	"Urban minor conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000007"	"Urban city and town"	"number"	7313	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000007"	"Urban city and town in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000007"	"Rural (total)"	"number"	1249	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000007"	"Rural town and fringe"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000007"	"Rural town and fringe in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000007"	"Rural village"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000007"	"Rural village in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000007"	"Rural hamlet and isolated dwellings"	"number"	1249	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000007"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000008"	"Urban (total)"	"number"	218679	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000008"	"Urban major conurbation"	"number"	216647	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000008"	"Urban minor conurbation"	"number"	0	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000008"	"Urban city and town"	"number"	2032	""
"All usual residents"	"Persons"	"2011"	"All usual residents"	"E08000008"	"Urban city and town in a sparse setting"	"number"	0	""
